"country","country_of_origin","election_date","election_type","registered_voters","total_votes","valid_votes","null_votes","blanco_votes","invalid_votes","votes_party_1","party_party_1","votes_party_2","party_party_2","votes_party_3","party_party_3","votes_party_4","party_party_4","votes_party_5","party_party_5","votes_party_6","party_party_6","votes_party_7","party_party_7","votes_party_8","party_party_8","votes_party_9","party_party_9","votes_party_10","party_party_10","votes_party_11","party_party_11","votes_party_12","party_party_12","votes_party_13","party_party_13","votes_party_14","party_party_14","votes_party_15","party_party_15","votes_party_16","party_party_16","votes_party_17","party_party_17","votes_party_18","party_party_18","votes_party_19","party_party_19","votes_party_20","party_party_20","votes_party_21","party_party_21","votes_party_22","party_party_22","votes_party_23","party_party_23","votes_party_24","party_party_24","votes_party_25","party_party_25","votes_party_26","party_party_26","votes_party_27","party_party_27","votes_party_28","party_party_28","votes_party_29","party_party_29","votes_party_30","party_party_30","votes_party_31","party_party_31","votes_party_32","party_party_32","votes_party_33","party_party_33","votes_party_34","party_party_34","votes_party_35","party_party_35","votes_party_36","party_party_36","votes_party_37","party_party_37","votes_party_38","party_party_38","votes_party_39","party_party_39","votes_party_40","party_party_40","votes_party_41","party_party_41","votes_party_42","party_party_42","votes_party_43","party_party_43","votes_party_44","party_party_44","votes_party_45","party_party_45","votes_party_46","party_party_46","votes_party_47","party_party_47","votes_party_48","party_party_48","votes_party_49","party_party_49","votes_party_50","party_party_50","votes_party_51","party_party_51","votes_party_52","party_party_52","votes_party_53","party_party_53","votes_party_54","party_party_54","votes_party_55","party_party_55","national_winner","votes_national_winner","unmarked_votes"
"Bosnia","Romania",2016-12-11,"Legislative",40,40,37,NA,3,NA,14,"UNIUNEA SALVA U 021A I ROMANIA",10,"PARTIDUL NA U 021A IONAL LIBERAL",7,"PARTIDUL SOCIAL DEMOCRAT",4,"PARTIDUL MI U 0218 CAREA POPULARA",2,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"PARTIDUL ROMANIA UNITA",0,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"ALIAN U 021A A NOASTRA ROMANIA",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",7,NA
"Brazil","Romania",2016-12-11,"Legislative",34,34,34,NA,0,NA,12,"UNIUNEA SALVA U 021A I ROMANIA",11,"PARTIDUL NA U 021A IONAL LIBERAL",6,"PARTIDUL SOCIAL DEMOCRAT",2,"PARTIDUL MI U 0218 CAREA POPULARA",1,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",1,"PARTIDUL ROMANIA UNITA",1,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"ALIAN U 021A A NOASTRA ROMANIA",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",6,NA
"Bulgaria","Romania",2016-12-11,"Legislative",95,95,94,NA,1,NA,42,"UNIUNEA SALVA U 021A I ROMANIA",19,"PARTIDUL SOCIAL DEMOCRAT",13,"PARTIDUL NA U 021A IONAL LIBERAL",8,"PARTIDUL ROMANIA UNITA",4,"PARTIDUL MI U 0218 CAREA POPULARA",4,"ALIAN U 021A A NOASTRA ROMANIA",2,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",1,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",1,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",19,NA
"Canada","Romania",2016-12-11,"Legislative",1214,1212,1205,NA,5,NA,540,"UNIUNEA SALVA U 021A I ROMANIA",319,"PARTIDUL NA U 021A IONAL LIBERAL",158,"PARTIDUL MI U 0218 CAREA POPULARA",66,"PARTIDUL SOCIAL DEMOCRAT",54,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",40,"ALIAN U 021A A NOASTRA ROMANIA",18,"PARTIDUL ROMANIA UNITA",6,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",2,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",1,"UNIUNEA ELENA DIN ROMANIA",1,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",66,NA
"Chile","Romania",2016-12-11,"Legislative",44,44,44,NA,0,NA,14,"PARTIDUL NA U 021A IONAL LIBERAL",11,"UNIUNEA SALVA U 021A I ROMANIA",8,"PARTIDUL SOCIAL DEMOCRAT",5,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",3,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",2,"PARTIDUL ROMANIA UNITA",1,"ALIAN U 021A A NOASTRA ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"PARTIDUL MI U 0218 CAREA POPULARA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",8,NA
"China","Romania",2016-12-11,"Legislative",89,89,86,NA,3,NA,38,"UNIUNEA SALVA U 021A I ROMANIA",23,"PARTIDUL SOCIAL DEMOCRAT",12,"PARTIDUL NA U 021A IONAL LIBERAL",3,"PARTIDUL MI U 0218 CAREA POPULARA",3,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",3,"ALIAN U 021A A NOASTRA ROMANIA",2,"PARTIDUL ROMANIA UNITA",1,"UNIUNEA ARMENILOR DIN ROMANIA",1,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",23,NA
"Colombia","Romania",2016-12-11,"Legislative",23,23,23,NA,0,NA,7,"UNIUNEA SALVA U 021A I ROMANIA",6,"PARTIDUL NA U 021A IONAL LIBERAL",6,"PARTIDUL SOCIAL DEMOCRAT",2,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",1,"PARTIDUL MI U 0218 CAREA POPULARA",1,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"PARTIDUL ROMANIA UNITA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"ALIAN U 021A A NOASTRA ROMANIA",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",6,NA
"Croatia","Romania",2016-12-11,"Legislative",25,25,24,NA,1,NA,8,"UNIUNEA SALVA U 021A I ROMANIA",7,"PARTIDUL NA U 021A IONAL LIBERAL",3,"PARTIDUL ROMANIA UNITA",3,"PARTIDUL SOCIAL DEMOCRAT",3,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"PARTIDUL MI U 0218 CAREA POPULARA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"ALIAN U 021A A NOASTRA ROMANIA",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",3,NA
"Cuba","Romania",2016-12-11,"Legislative",16,13,12,NA,1,NA,4,"UNIUNEA SALVA U 021A I ROMANIA",3,"PARTIDUL SOCIAL DEMOCRAT",2,"PARTIDUL NA U 021A IONAL LIBERAL",2,"PARTIDUL ROMANIA UNITA",1,"ALIAN U 021A A NOASTRA ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"PARTIDUL MI U 0218 CAREA POPULARA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",3,NA
"Cyprus","Romania",2016-12-11,"Legislative",352,350,341,NA,7,NA,92,"PARTIDUL NA U 021A IONAL LIBERAL",80,"UNIUNEA SALVA U 021A I ROMANIA",65,"PARTIDUL SOCIAL DEMOCRAT",55,"PARTIDUL MI U 0218 CAREA POPULARA",18,"PARTIDUL ROMANIA UNITA",12,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",12,"ALIAN U 021A A NOASTRA ROMANIA",4,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",1,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",1,"UNIUNEA ELENA DIN ROMANIA",1,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",65,NA
"Czechia","Romania",2016-12-11,"Legislative",342,342,337,NA,5,NA,193,"UNIUNEA SALVA U 021A I ROMANIA",61,"PARTIDUL NA U 021A IONAL LIBERAL",23,"PARTIDUL SOCIAL DEMOCRAT",16,"PARTIDUL MI U 0218 CAREA POPULARA",15,"ALIAN U 021A A NOASTRA ROMANIA",11,"PARTIDUL ROMANIA UNITA",9,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",3,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",3,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",1,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",1,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",1,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",0,"UNIUNEA POLONEZILOR DIN ROMANIA",0,"UNIUNEA BULGARA DIN BANAT ROMANIA",0,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"UNIUNEA SARBILOR DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"UNIUNEA ARMENILOR DIN ROMANIA",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",0,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",0,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",23,NA
"Denmark","Romania",2016-12-11,"Legislative",1679,1660,1639,NA,17,NA,929,"UNIUNEA SALVA U 021A I ROMANIA",474,"PARTIDUL NA U 021A IONAL LIBERAL",58,"PARTIDUL SOCIAL DEMOCRAT",51,"PARTIDUL MI U 0218 CAREA POPULARA",42,"PARTIDUL ALIAN U 021A A LIBERALILOR U 0218 I DEMOCRA U 021A ILOR",26,"PARTIDUL ROMANIA UNITA",25,"ALIAN U 021A A NOASTRA ROMANIA",18,"UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA",3,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMANIA",3,"UNIUNEA SARBILOR DIN ROMANIA",2,"COMUNITATEA RU U 0218 ILOR LIPOVENI DIN ROMANIA",2,"ASOCIA U 021A IA MACEDONENILOR DIN ROMANIA",1,"UNIUNEA POLONEZILOR DIN ROMANIA",1,"UNIUNEA BULGARA DIN BANAT ROMANIA",1,"UNIUNEA CULTURALA A RUTENILOR DIN ROMANIA",1,"UNIUNEA DEMOCRATICA A SLOVACILOR U 0218 I CEHILOR DIN ROMANIA",1,"UNIUNEA ARMENILOR DIN ROMANIA",1,"UNIUNEA DEMOCRATA TURCA DIN ROMANIA",0,"ASOCIA U 021A IA PARTIDA ROMILOR PRO EUROPA",0,"UNIUNEA CROA U 021A ILOR DIN ROMANIA",0,"UNIUNEA ELENA DIN ROMANIA",0,"FEDERA U 021A IA COMUNITA U 021A ILOR EVREIE U 0218 TI DIN ROMANIA",0,"ASOCIA U 021A IA ITALIENILOR DIN ROMANIA RO AS IT",0,"ASOCIA U 021A IA LIGA ALBANEZILOR DIN ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARTIDUL SOCIAL DEMOCRAT",58,NA
